1,36,32,32,6,0,0,0
1,1,1,1,1,1,12566463,1
2,1,1,2,2,1,12566463,1
3,1,1,3,3,1,12566463,1
4,1,1,4,4,1,12566463,1
5,1,1,5,5,1,12566463,1
6,1,1,6,6,1,12566463,1
7,1,1,7,7,1,12566463,1
8,1,1,8,8,1,12566463,1
9,1,1,9,9,1,12566463,1
10,1,1,10,10,1,12566463,1
11,1,1,11,11,1,12566463,1
12,1,1,12,12,1,12566463,1
13,1,1,13,13,1,12566463,1
14,1,1,14,14,1,12566463,1
15,1,1,15,15,1,12566463,1
16,1,1,16,16,1,12566463,1
17,1,1,17,17,1,12566463,1
18,1,1,18,18,1,12566463,1
19,1,1,19,19,1,12566463,1
20,1,1,20,20,1,12566463,1
21,1,1,21,21,1,12566463,1
22,1,1,22,22,1,12566463,1
23,1,1,23,23,1,12566463,1
24,1,1,24,24,1,12566463,1
25,1,1,25,25,1,12566463,1
26,1,1,26,26,1,12566463,1
27,1,1,27,27,1,12566463,1
28,1,1,28,28,1,12566463,1
29,1,1,29,29,1,12566463,1
30,1,1,30,30,1,12566463,1
31,1,1,31,31,1,12566463,1
32,1,1,32,32,1,12566463,1
33,1,1,33,1,2,12566463,1
34,1,1,34,2,2,16777215,0
35,1,1,35,3,2,16777215,0
36,1,1,36,4,2,16777215,0
37,1,1,37,5,2,16777215,0
38,1,1,38,6,2,16777215,0
39,1,1,39,7,2,16777215,0
40,1,1,40,8,2,16777215,0
41,1,1,41,9,2,16777215,0
42,1,1,42,10,2,16777215,0
43,1,1,43,11,2,16777215,0
44,1,1,44,12,2,16777215,0
45,1,1,45,13,2,16777215,0
46,1,1,46,14,2,16777215,0
47,1,1,47,15,2,16777215,0
48,1,1,48,16,2,16777215,0
49,1,1,49,17,2,16777215,0
50,1,1,50,18,2,16777215,0
51,1,1,51,19,2,16777215,0
52,1,1,52,20,2,16777215,0
53,1,1,53,21,2,16777215,0
54,1,1,54,22,2,16777215,0
55,1,1,55,23,2,16777215,0
56,1,1,56,24,2,16777215,0
57,1,1,57,25,2,16777215,0
58,1,1,58,26,2,16777215,0
59,1,1,59,27,2,16777215,0
60,1,1,60,28,2,16777215,0
61,1,1,61,29,2,16777215,0
62,1,1,62,30,2,16777215,0
63,1,1,63,31,2,16777215,0
64,1,1,64,32,2,16777215,0
65,1,1,65,1,3,12566463,1
66,1,1,66,2,3,16777215,0
67,1,1,67,3,3,16777215,0
68,1,1,68,4,3,16777215,0
69,1,1,69,5,3,16777215,0
70,1,1,70,6,3,16777215,0
71,1,1,71,7,3,16777215,0
72,1,1,72,8,3,16777215,0
73,1,1,73,9,3,16777215,0
74,1,1,74,10,3,16777215,0
75,1,1,75,11,3,16777215,0
76,1,1,76,12,3,16777215,0
77,1,1,77,13,3,16777215,0
78,1,1,78,14,3,16777215,0
79,1,1,79,15,3,16777215,0
80,1,1,80,16,3,16777215,0
81,1,1,81,17,3,16777215,0
82,1,1,82,18,3,16777215,0
83,1,1,83,19,3,16777215,0
84,1,1,84,20,3,16777215,0
85,1,1,85,21,3,16777215,0
86,1,1,86,22,3,16777215,0
87,1,1,87,23,3,16777215,0
88,1,1,88,24,3,16777215,0
89,1,1,89,25,3,16777215,0
90,1,1,90,26,3,16777215,0
91,1,1,91,27,3,16777215,0
92,1,1,92,28,3,16777215,0
93,1,1,93,29,3,16777215,0
94,1,1,94,30,3,16777215,0
95,1,1,95,31,3,16777215,0
96,1,1,96,32,3,16777215,0
97,1,1,97,1,4,12566463,1
98,1,1,98,2,4,16777215,0
99,1,1,99,3,4,16777215,0
100,1,1,100,4,4,16777215,0
101,1,1,101,5,4,16777215,0
102,1,1,102,6,4,16777215,0
103,1,1,103,7,4,16777215,0
104,1,1,104,8,4,16777215,0
105,1,1,105,9,4,16777215,0
106,1,1,106,10,4,16777215,0
107,1,1,107,11,4,16777215,0
108,1,1,108,12,4,16777215,0
109,1,1,109,13,4,16777215,0
110,1,1,110,14,4,16777215,0
111,1,1,111,15,4,16777215,0
112,1,1,112,16,4,16777215,0
113,1,1,113,17,4,16777215,0
114,1,1,114,18,4,16777215,0
115,1,1,115,19,4,16777215,0
116,1,1,116,20,4,16777215,0
117,1,1,117,21,4,16777215,0
118,1,1,118,22,4,16777215,0
119,1,1,119,23,4,16777215,0
120,1,1,120,24,4,16777215,0
121,1,1,121,25,4,16777215,0
122,1,1,122,26,4,16777215,0
123,1,1,123,27,4,16777215,0
124,1,1,124,28,4,16777215,0
125,1,1,125,29,4,16777215,0
126,1,1,126,30,4,16777215,0
127,1,1,127,31,4,16777215,0
128,1,1,128,32,4,16777215,0
129,1,1,129,1,5,12566463,1
130,1,1,130,2,5,16777215,0
131,1,1,131,3,5,16777215,0
132,1,1,132,4,5,16777215,0
133,1,1,133,5,5,16777215,0
134,1,1,134,6,5,16777215,0
135,1,1,135,7,5,16777215,0
136,1,1,136,8,5,16777215,0
137,1,1,137,9,5,16777215,0
138,1,1,138,10,5,16777215,0
139,1,1,139,11,5,16777215,0
140,1,1,140,12,5,16777215,0
141,1,1,141,13,5,16777215,0
142,1,1,142,14,5,16777215,0
143,1,1,143,15,5,16777215,0
144,1,1,144,16,5,16777215,0
145,1,1,145,17,5,16777215,0
146,1,1,146,18,5,16777215,0
147,1,1,147,19,5,16777215,0
